pano_a_path,pano_b_path,label,house_a,house_b,pair_source,topology_distance,split
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-02d6-4cc6-8757-c5e7d217553e.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-0be8-445c-822d-6f2d75aac508.jpg,1,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-0895-49f0-826a-084f2f9938ff.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdf0-232b-401e-8105-bab3c39d75ac.jpg,0,DollhouseTask_67192_NoOutdoor,DollhouseTask_67192_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-782b-4a7c-86b2-836a4f4e1e52.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-a390-46f1-8405-8fa75b267a4f.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-df0d-4331-8d80-56e135b08164.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-1114-4d72-80f5-e6beae0be7ae.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe11-eb4d-4092-8218-2b705cc5954a.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-2cbc-4dea-82e1-cf96f43863b7.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,13,train
Dataset\DollhouseTask_58664\DollhouseTask_58664\08ddb684-0bd2-41f8-8c69-9400fddd833d.jpg,Dataset\DollhouseTask_65147_NoOutdoor\08dded67-2307-44dc-82c9-cc44c107e20e.jpg,0,DollhouseTask_58664,DollhouseTask_65147_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0c-de21-4a7a-8b0c-b6a39a2298f1.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-c1f7-4661-836d-656cd81fecd0.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-11d8-4c5e-849e-2d20452f5dd7.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde2a0-2df5-454d-8e2b-016f5845736d.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_58664\DollhouseTask_58664\08ddb683-f4bd-4d69-862c-b26c51beff3f.jpg,Dataset\DollhouseTask_58664\DollhouseTask_58664\08ddb684-4521-4667-8fd9-778384235a5f.jpg,0,DollhouseTask_58664,DollhouseTask_58664,topology_distance_negative,4,train
Dataset\DollhouseTask_58558\DollhouseTask_58558\08ddb5a5-1e59-4e6e-864c-e8cf1927a325.jpg,Dataset\DollhouseTask_58558\DollhouseTask_58558\08ddb5a5-577f-45d1-8c68-9da41874ba5e.jpg,0,DollhouseTask_58558,DollhouseTask_58558,topology_distance_negative,4,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fb-7a12-42cc-8012-858c91dfb68a.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-7513-414f-83e9-8b7e5cb92c9e.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,14,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-2581-4ee5-8828-92528a7f707e.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-2c8a-462a-8f82-3a04c2573fd2.jpg,1,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-550a-41d0-8c49-c257245ff3a2.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-d244-449e-8da3-30404bea9e85.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_65827_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58712\DollhouseTask_58712\08ddb798-fe7f-454b-8363-77fc833298e0.jpg,Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-f11d-4bbf-8b11-9ab23bb86fc9.jpg,0,DollhouseTask_58712,DollhouseTask_63108,cross_house_negative,,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd16-0013-4f3f-8162-1bc71376728d.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd16-17b2-417b-881f-c35629047ba5.jpg,1,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-1df8-4d8e-8b7c-b1dd475d2bbe.jpg,Dataset\DollhouseTask_65849\DollhouseTask_65849\08ddf37d-7e4b-430a-8790-93972ff8fa54.jpg,0,DollhouseTask_65849,DollhouseTask_65849,topology_distance_negative,8,train
Dataset\DollhouseTask_69750_NoOutdoor\08de1400-f3ae-4cb5-88dd-4e4af8c1828b.jpg,Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-c38e-40cb-8020-46a02a1e9d7e.jpg,0,DollhouseTask_69750_NoOutdoor,DollhouseTask_64538_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde295-c9d0-4633-81b4-0e1506b3407a.jpg,Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde296-4709-429b-8d75-3d161e676840.jpg,0,DollhouseTask_63934_NoOutdoor,DollhouseTask_63934_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-1c0d-4a02-89c9-60aa3a149fe8.jpg,Dataset\DollhouseTask_67839_NoOutdoor\DollhouseTask_67839_NoOutdoor\08de0389-2aba-4e8b-8f96-ec592b9edbe5.jpg,0,DollhouseTask_67839_NoOutdoor,DollhouseTask_67839_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-03d8-48ce-881d-cba6b5a1533b.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-c354-42e6-8c9d-4e8a0becdb36.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58664\DollhouseTask_58664\08ddb675-5cc0-4e08-870c-fa1c94409b0c.jpg,Dataset\DollhouseTask_58664\DollhouseTask_58664\08ddb675-77a6-4cfb-8951-b5c6fce07497.jpg,1,DollhouseTask_58664,DollhouseTask_58664,hotspot_positive,,train
Dataset\DollhouseTask_63927_NoOutdoor\08dde26d-561c-46da-8c19-fa16e304a392.jpg,Dataset\DollhouseTask_63927_NoOutdoor\08dde270-2a8d-4181-8b7c-4f703e31d777.jpg,0,DollhouseTask_63927_NoOutdoor,DollhouseTask_63927_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-26fa-4245-8cdd-64af35656c3d.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-36f9-4273-81d7-bdb6649fc1d1.jpg,1,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb597-50b1-4747-8282-c0daa7c6033a.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb599-91b4-449f-8407-ad6967841832.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-62d6-4839-8af8-f3b3fedd1655.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-c0b4-4688-8cf6-606056ac34ce.jpg,1,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-8c19-4f38-8c81-0d15eb5adc2b.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-b5ed-4d2a-888d-0b9c57f2936f.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,9,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-12a1-4960-817a-770d606119ec.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-93ef-4032-802f-3a695287ca1a.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-8ed4-4857-85ee-0d250169bf62.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-bf2a-43c7-8326-5cc4b92e0a6f.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-641d-412c-8718-e2a51dc686bc.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-7ba0-4073-8f00-55625dd1c54b.jpg,0,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-7e90-4983-8b01-0961c7d8e64f.jpg,Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-c2dc-4434-820e-ed46b02258a4.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_61267_NoOutdoor,topology_distance_negative,13,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-c3af-4a89-806d-2194403a55df.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb744-39e7-433f-8802-52afb5920853.jpg,0,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_61267_NoOutdoor\DollhouseTask_61267_NoOutdoor\08ddcc5d-2466-41b0-8ea1-4384909872df.jpg,Dataset\DollhouseTask_67838_NoOutdoor\08de038a-ca85-49e1-8597-0dba36189715.jpg,0,DollhouseTask_61267_NoOutdoor,DollhouseTask_67838_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-1837-40f6-8bfe-e6691b8f0bfa.jpg,Dataset\DollhouseTask_65147_NoOutdoor\08dded67-0eeb-4e5b-81b3-8079ae54bd85.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_65147_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-8eb1-409f-86b1-31578d774929.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-c77f-4821-8280-d49a136695cc.jpg,1,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-3c19-4465-8dcd-36b3afc820ee.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-5788-4f77-85e9-f6585a56664e.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-0dd7-4b99-88f5-e6519db0b0a2.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-5b54-4d29-8e46-21921c99be9f.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,13,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-c650-4af5-8887-7858649a0ebb.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-1cce-4e3d-81f0-fcc20ba55c09.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-8eb1-409f-86b1-31578d774929.jpg,Dataset\DollhouseTask_58499_NoOutdoor\DollhouseTask_58499_NoOutdoor\08ddb5a3-9f43-41e7-8280-246c043390d1.jpg,1,DollhouseTask_58499_NoOutdoor,DollhouseTask_58499_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-a5f2-470d-810c-ecd40c6601c5.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0e-abb0-4012-8b83-23796e116240.jpg,1,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fc-775f-4130-87d2-17cc4bb04c92.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-411a-48c9-8dd9-93cf40be323b.jpg,1,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-24d1-47fa-83c2-8a09c4712886.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-58e4-4ce6-8366-87aa4dbd593f.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-48b0-4f84-8493-e7456aad0a97.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-f530-4077-8ede-c2af276e49fb.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87e-764e-4fd7-8f0d-10de3bf4f1ed.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-198f-4ef8-8fa3-e179dfd472b0.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb586-414a-4dfd-88f3-b271209e14cb.jpg,Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb587-2f18-4f91-8317-3497b602ca71.jpg,0,DollhouseTask_58472_NoOutdoor,DollhouseTask_58472_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-6c27-41f9-846b-2753f368a747.jpg,Dataset\DollhouseTask_64538_NoOutdoor\08dde7ce-7fa7-40a0-8d6a-776885d69816.jpg,1,DollhouseTask_64538_NoOutdoor,DollhouseTask_64538_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fa-fab3-4a00-8bbc-0b305f3475aa.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fd-81a5-4c5c-83de-728a37e2fb40.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,12,train
Dataset\DollhouseTask_58712\DollhouseTask_58712\08ddb798-fc58-4671-8063-7ecf6465ea5b.jpg,Dataset\DollhouseTask_58712\DollhouseTask_58712\08ddb799-ae74-4277-8bc2-b1ea08441584.jpg,1,DollhouseTask_58712,DollhouseTask_58712,hotspot_positive,,train
Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-036a-43bc-8f94-56865f567601.jpg,Dataset\DollhouseTask_63247_NoOutdoor\DollhouseTask_63247_NoOutdoor\08dddd15-56d7-4c1c-80cd-70ede96bd361.jpg,1,DollhouseTask_63247_NoOutdoor,DollhouseTask_63247_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ee-c184-48e0-8f08-b96fda457b97.jpg,Dataset\DollhouseTask_69734_NoOutdoor\DollhouseTask_69734_NoOutdoor\08de13ef-0229-455e-88ad-0a13dab95213.jpg,0,DollhouseTask_69734_NoOutdoor,DollhouseTask_69734_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-10c1-4489-8047-521b8551304d.jpg,Dataset\DollhouseTask_59203_NoOutdoor\DollhouseTask_59203_NoOutdoor\08ddbc0d-e32c-4248-85c9-decac11c6317.jpg,0,DollhouseTask_59203_NoOutdoor,DollhouseTask_59203_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_69126_NoOutdoor\08de0e6f-b351-4d7e-872a-c5dde7e5b2c9.jpg,Dataset\DollhouseTask_69126_NoOutdoor\08de0e71-9711-499e-82bd-6d8b9941bbe8.jpg,0,DollhouseTask_69126_NoOutdoor,DollhouseTask_69126_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88c-68a1-4e72-8661-239edf257c62.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-2a1d-473a-89cc-c4191f990652.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,8,train
Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08f8-e243-44f0-83c3-104144660b4f.jpg,Dataset\DollhouseTask_68478_NoOutdoor\DollhouseTask_68478_NoOutdoor\08de08fe-540e-43af-8d74-b0ae7957ebd2.jpg,0,DollhouseTask_68478_NoOutdoor,DollhouseTask_68478_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-74fb-41bf-808a-0fba41bd1200.jpg,Dataset\DollhouseTask_58498_NoOutdoor\DollhouseTask_58498_NoOutdoor\08ddb598-9c33-4b52-888e-f2fd003c5f8d.jpg,0,DollhouseTask_58498_NoOutdoor,DollhouseTask_58498_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde295-c039-448c-86a3-ec5131f360f3.jpg,Dataset\DollhouseTask_63934_NoOutdoor\DollhouseTask_63934_NoOutdoor\08dde295-c9d0-4633-81b4-0e1506b3407a.jpg,1,DollhouseTask_63934_NoOutdoor,DollhouseTask_63934_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c4-2458-40c7-8118-5e62fc04a438.jpg,Dataset\DollhouseTask_66682\DollhouseTask_66682\08ddf6c4-338d-4eca-8803-cee9819717c6.jpg,1,DollhouseTask_66682,DollhouseTask_66682,hotspot_positive,,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-6552-4529-8832-4d854b528acf.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88d-03d8-48ce-881d-cba6b5a1533b.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-8739-419f-8961-d14c2ff64128.jpg,Dataset\DollhouseTask_65827_NoOutdoor\DollhouseTask_65827_NoOutdoor\08ddf2f4-d857-4b15-8407-3940fc969c3f.jpg,0,DollhouseTask_65827_NoOutdoor,DollhouseTask_65827_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-cf60-40dc-86b9-d10c06cdcaf3.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-dcec-43cc-87a9-9722856eb3d1.jpg,1,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-c919-485e-8a70-d50392012ce0.jpg,Dataset\DollhouseTask_60573_NoOutdoor\DollhouseTask_60573_NoOutdoor\08ddc6da-e6d3-4307-8802-9bb75c08de24.jpg,0,DollhouseTask_60573_NoOutdoor,DollhouseTask_60573_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-c277-46cf-86fa-b55178725177.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5c1-a809-4e3f-88ec-78bb6585e2ad.jpg,0,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,topology_distance_negative,4,train
Dataset\DollhouseTask_58712\DollhouseTask_58712\08ddb798-fc58-4671-8063-7ecf6465ea5b.jpg,Dataset\DollhouseTask_67192_NoOutdoor\DollhouseTask_67192_NoOutdoor\08ddfdef-4474-4a35-8507-f8ced0bf14cc.jpg,0,DollhouseTask_58712,DollhouseTask_67192_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-7d7e-435d-803b-94e0b1a9073c.jpg,Dataset\DollhouseTask_63925_NoOutdoor\DollhouseTask_63925_NoOutdoor\08dde29f-9b57-4dba-8d69-ea5f17759434.jpg,0,DollhouseTask_63925_NoOutdoor,DollhouseTask_63925_NoOutdoor,topology_distance_negative,12,train
Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc21-810e-415a-8ca6-ef70cb56104c.jpg,Dataset\DollhouseTask_63108\DollhouseTask_63108\08dddc22-5862-4ef2-8d42-dd36d75fcac1.jpg,0,DollhouseTask_63108,DollhouseTask_63108,topology_distance_negative,10,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-1b26-488f-84bb-c3e0001a6c61.jpg,Dataset\DollhouseTask_58712\DollhouseTask_58712\08ddb798-f812-4302-8d2f-ed175a7ea38f.jpg,0,DollhouseTask_59863_NoOutdoor,DollhouseTask_58712,cross_house_negative,,train
Dataset\DollhouseTask_67202_NoOutdoor\08ddfe09-1fdb-49d8-849c-9d888f8c69cf.jpg,Dataset\DollhouseTask_67202_NoOutdoor\08ddfe0a-7155-4760-88be-b9c35bb46eaf.jpg,0,DollhouseTask_67202_NoOutdoor,DollhouseTask_67202_NoOutdoor,topology_distance_negative,5,train
Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf88b-6552-4529-8832-4d854b528acf.jpg,Dataset\DollhouseTask_66502_NoOutdoor\DollhouseTask_66502_NoOutdoor\08ddf892-dc55-48e0-84fb-cf17716ce78e.jpg,0,DollhouseTask_66502_NoOutdoor,DollhouseTask_66502_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-d6ba-4b26-8bd8-12f67182b4ab.jpg,Dataset\DollhouseTask_58533_NoOutdoor\DollhouseTask_58533_NoOutdoor\08ddb5bb-e5ff-4225-8096-2728519e113c.jpg,1,DollhouseTask_58533_NoOutdoor,DollhouseTask_58533_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_66500_NoOutdoor\08ddf87f-9802-492a-8768-ca31c8d7ef0e.jpg,Dataset\DollhouseTask_66500_NoOutdoor\08ddf880-707a-4ec0-8f7f-5853dd248878.jpg,0,DollhouseTask_66500_NoOutdoor,DollhouseTask_66500_NoOutdoor,topology_distance_negative,7,train
Dataset\DollhouseTask_67184_NoOutdoor\08ddfe12-83ef-47d2-8c05-6e52f3a6a75a.jpg,Dataset\DollhouseTask_67184_NoOutdoor\08ddfe13-2cbc-4dea-82e1-cf96f43863b7.jpg,0,DollhouseTask_67184_NoOutdoor,DollhouseTask_67184_NoOutdoor,topology_distance_negative,11,train
Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc170-4556-4de1-8c23-a8d9a85eb07d.jpg,Dataset\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\DollhouseTask_59863_NoOutdoor\08ddc171-45f4-4b9f-8c1a-abb5099ddeda.jpg,0,DollhouseTask_59863_NoOutdoor,DollhouseTask_59863_NoOutdoor,topology_distance_negative,6,train
Dataset\DollhouseTask_61295_NoOutdoor\DollhouseTask_61295_NoOutdoor\08ddcc8f-c370-4e5d-8126-2367997e25b7.jpg,Dataset\DollhouseTask_65148_NoOutdoor\08dded73-67c7-4c7a-88fa-40aabe32b722.jpg,0,DollhouseTask_61295_NoOutdoor,DollhouseTask_65148_NoOutdoor,cross_house_negative,,train
Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb586-be87-4f65-8199-4f9e21ff613b.jpg,Dataset\DollhouseTask_58472_NoOutdoor\DollhouseTask_58472_NoOutdoor\08ddb586-e928-4f01-87fd-b46ec1e07dd3.jpg,1,DollhouseTask_58472_NoOutdoor,DollhouseTask_58472_NoOutdoor,hotspot_positive,,train
Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb743-6e6e-49c0-8527-2c8c71df4f32.jpg,Dataset\DollhouseTask_58691_NoOutdoor\DollhouseTask_58691_NoOutdoor\08ddb744-437b-4c02-83c3-5600f8540be5.jpg,0,DollhouseTask_58691_NoOutdoor,DollhouseTask_58691_NoOutdoor,topology_distance_negative,4,train
